repo,number,Title,Body,Ground_Truth,Prediction
microsoft_vscode,145905,psuedo-element not working,"Issue Type: <b>Performance Issue</b>
I don't know why but my before and after pseudo elements doesn't work, I don't understand why...what am I doing wrong??
VS Code version: Code 1.65.1 (8908a9ca0f221f36507231afb39d2d8d1e182702, 2022-03-08T02:06:21.887Z)
OS version: Windows_NT ia32 10.0.19043
Restricted Mode: No",question,bug
microsoft_vscode,106772,macOS Catalina Python Debugging -  Permission error with Subprocess call,"- VSCode Version: 1.48.1
- OS Version: Darwin 19.04.0
import subprocess
output = subprocess.call(['test.sh'])
Exception has occurred: PermissionError
[Errno 13] Permission denied: 'test.sh'",question,bug
microsoft_vscode,132205,"The format of block comments in JavaScript is wrong, which makes it impossible to use d.ts intelligent prompt","- 1.60.0
win10
Can I modify the template of comments? The current comment is / * XX * /, actually it should be / * * XX * /
Only the comment vscode of / * * XX * / can recognize and provide intelligent prompt
1. Open js file
2. Input a function
```js
function ddd() {}
```
3. Input comments and press ctrl+alt+/
```js
/* some commets */
function ddd() {}
```
4. Function ddd can't distinguish comments
5. However, the following comments are OK
```js
/** some commets */
function ddd() {}
```",question,bug
microsoft_vscode,9499,Tyepscript beta 2.0 - Error still shown for Experimental Decorators (even with flag true in tsconfig),"- VSCode Version: **1.3.1**
- OS Version: **Win7**
**1.** Typescript 2 beta installed & setup with `tsdk` in vscode settings.
![image](https://cloud.githubusercontent.com/assets/2574412/16962331/18aa3bee-4dbf-11e6-8f28-c1316f195089.png)
**2.** Experimental decorators flag set to `true`
![image](https://cloud.githubusercontent.com/assets/2574412/16962406/6f65e4ec-4dbf-11e6-9188-2ed283bd5673.png)
**3.** Use Decorator (Angular2 in this case) on a class, notice the error
```
import { Component } from '@angular/core';

@Component({ })
export class Home {
}
```
![image](https://cloud.githubusercontent.com/assets/2574412/16962365/374399d8-4dbf-11e6-9f26-befb8fd8e1b4.png)",question,bug
microsoft_vscode,20304,Multi-Cursor Editing Collides with Windows 10 Screen Rotation,"- VSCode Version: 1.9.1
- OS Version: Windows 10
Multi-Cursor Editing states that you can press Ctrl+Alt+UpArrow or Ctrl+Alt+DownArrow to add a new cursor above or below. HOWEVER, Windows Windows 10 Screen Rotation hotkey is also Ctrl+Alt+Up so when I try to follow the instructions in VS CODE, my whole windows screen flips
1. Press Ctrl+Alt+Up or Ctrl+Alt+Down in Windows 10. The screen will flip.
There may be ways to prevent this in Windows 10, but it sure is confusing if you have never seen this behavior before.",question,bug
microsoft_vscode,110515,Marlin 2.0.3 for SKR V1.4 turbo build fails .,"We have written the needed data into your clipboard because it was to
Issue Type: <b>Performance Issue</b>
Please excuse me I'm new to this, and very frustrated. I'm try to build Marlin 2.0.3 for my SKR v1.4 turbo by bigtreetech. for my 3d printer. Everytime  I build 1 failed in red shows at the bottom. The error is in Configuration.h at
1362 -1363 ""Validate that endstops are triggered on homing moves
//#define -VALIDATE_HOMING_ENDSTOPS
I would really appreciate some help on fixing this.
VS Code version: Code 1.51.1 (e5a624b788d92b8d34d1392e4c4d9789406efe8f, 2020-11-10T23:34:32.027Z)
OS version: Windows_NT x64 10.0.18363
<details>
<summary>System Info</summary>
|Item|Value|
|CPUs|Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz (4 x 2400)|
|GPU Status|2d_canvas: enabled<br>flash_3d: enabled<br>flash_stage3d: enabled<br>flash_stage3d_baseline: enabled<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>oop_rasterization: disabled_off<br>opengl: enabled_on<br>protected_video_decode: unavailable_off<br>rasterization: enabled<br>skia_renderer: disabled_off_ok<br>video_decode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled|
|Load (avg)|undefined|
|Memory (System)|11.88GB (7.35GB free)|
|Process Argv|--crash-reporter-id ed2e9a83-9fc5-4938-b8f1-bdeaa326f3b9|
|Screen Reader|no|
|VM|50%|
</details><details>
<summary>Process Info</summary>
```
CPU %	Mem MB	   PID	Process
    1	    77	 12484	code main
    0	    49	  2628	   window (undefined)
    0	    27	  2804	   utility
    0	    12	  3764	   crashpad-handler
    0	    63	  4140	   window (Issue Reporter)
    0	   203	  9520	   window (Configuration.h - Untitled (Workspace) - Visual Studio Code)
    0	    32	  3276	     watcherService
    0	   101	  5316	     extensionHost
    0	    28	   976	       ""C:\Program Files\Microsoft VS Code\Code.exe"" ""c:\Program Files\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain"" --node-ipc --clientProcessId=5316
    0	    57	  1448	       c:\Users\edrmi\.vscode\extensions\ms-vscode.cpptools-1.1.1\bin\cpptools.exe
    0	    11	  1572	         console-window-host (Windows internal process)
    0	   107	 14080	         ""c:\Users\edrmi\.vscode\extensions\ms-vscode.cpptools-1.1.1/bin/cpptools-srv.exe"" 1448 0
    0	     3	 13900	       C:\Users\edrmi\.platformio\penv\Scripts\python.exe -m platformio -c vscode home --port 8010 --shutdown-timeout 3600 --no-open
    0	    11	  2852	         console-window-host (Windows internal process)
    0	    55	  3356	         C:\Users\edrmi\.platformio\python3\python.exe -m platformio -c vscode home --port 8010 --shutdown-timeout 3600 --no-open
    0	    64	  8252	     C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe
    0	    30	  9476	     searchService
    0	     6	 13764	     console-window-host (Windows internal process)
    0	    77	 12116	   window (undefined)
    5	    66	 13132	   shared-process
    0	   216	 13208	   gpu-process
```
</details>
<details>
<summary>Workspace Info</summary>
```
|  Window (Configuration.h - Untitled (Workspace) - Visual Studio Code)
|    Folder (helloworld): 4 files
|      File types: json(2) cpp(1)
|      Conf files: launch.json(1) tasks.json(1)
|      Launch Configs: cppvsdbg
|    Folder (Marlin-2.0.3): 5685 files
|      File types: svg(1230) md5(870) map(869) h(807) cpp(555) html(474)
|                  js(240) c(140) png(29) py(26)
|      Conf files: github-actions(4) launch.json(1) settings.json(1)
|                  makefile(1)
|      Launch Configs: platformio-debug(2);
```
</details>
<details><summary>Extensions (7)</summary>
Extension|Author (truncated)|Version
code-gnu-global|aus|0.2.2
python|ms-|2020.11.358366026
jupyter|ms-|2020.11.358541065
cpptools|ms-|1.1.1
platformio-ide|pla|2.2.1
python|tht|0.2.3
json|Zai|2.0.2
</details>
o large to send. Please paste.",question,bug
microsoft_vscode,83504,5 problems  in settings.json,"I just open the console and I saw that error...
http://prntscr.com/pphz36
VS Code version: Code 1.39.2 (6ab598523be7a800d7f3eb4d92d7ab9a66069390, 2019-10-15T15:35:18.241Z)
OS version: Windows_NT x64 10.0.18362
<details>
<summary>System Info</summary>
|Item|Value|
|CPUs|Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz (8 x 3600)|
|GPU Status|2d_canvas: enabled<br>flash_3d: enabled<br>flash_stage3d: enabled<br>flash_stage3d_baseline: enabled<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>native_gpu_memory_buffers: disabled_software<br>oop_rasterization: disabled_off<br>protected_video_decode: unavailable_off<br>rasterization: enabled<br>skia_deferred_display_list: disabled_off<br>skia_renderer: disabled_off<br>surface_synchronization: enabled_on<br>video_decode: enabled<br>viz_display_compositor: disabled_off<br>webgl: enabled<br>webgl2: enabled|
|Load (avg)|undefined|
|Memory (System)|15.96GB (10.45GB free)|
|Process Argv||
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (30)</summary>
Extension|Author (truncated)|Version
project-manager|ale|10.8.0
turbo-console-log|Cha|1.3.1
bracket-pair-colorizer-2|Coe|0.0.28
codealignment-vscode|cpm|2.0.19
vscode-faker|dee|1.3.0
vsc-material-theme|Equ|30.0.0
php-intellisense|fel|2.3.13
vscode-mysql|for|0.4.0
jsx-beautify|gog|0.0.5
beautify|Hoo|1.5.0
minify|Hoo|0.4.3
html-tag-wrapper|hwe|0.2.3
path-autocomplete|ion|1.13.3
mysql-syntax|jak|1.3.1
php-cs-fixer|jun|0.1.127
mirc|lol|0.0.1
vscode-apache|mrm|1.2.0
vscode-scss|mrm|0.6.2
vscode-language-pack-es|MS-|1.39.3
vs-keybindings|ms-|0.2.0
php-docblocker|nei|2.0.1
material-icon-theme|PKi|3.9.1
format-html-in-php|rif|1.6.1
LiveServer|rit|5.6.1
code-settings-sync|Sha|3.4.3
ayu|tea|0.18.0
open-in-browser|tec|2.0.0
vscode-icons|vsc|9.5.0
wordpress-toolbox|wor|1.3.5
html-css-class-completion|Zig|1.19.0
(1 theme extensions excluded)
</details>",question,bug
microsoft_vscode,22561,"files that are opened are getting "".git"" appended to their file names internally",".git is being appended to the names of files internally, when their filenames are accessed via the extension api.
because vscode insists on throwing file open and file close events `for tab switching` i have to compare the file that was closed to the list of files code is still keeping open, after a delay, so code asyncly has time to actually attempt to close it.
because code is appending this weird "".git"" to the end it is never finding the file.
```javascript
for(Iter = 0; Iter < vscode.workspace.textDocuments.length; Iter++) {
	AutoFoldTracker.PrintDebug(""file to check: "" + File.uri.fsPath);
	AutoFoldTracker.PrintDebug(""currently open: "" + vscode.workspace.textDocuments[Iter].uri.fsPath);

	if(vscode.workspace.textDocuments[Iter].uri.fsPath == File.uri.fsPath)
	return;
}
```
```
[AF] file to check: c:\Users\bob\Desktop\atlantis\routes\Blog.php.git
[AF] currently open: c:\Users\bob\Desktop\atlantis\routes\BlogPost.php

[AF] file to check: c:\Users\bob\Desktop\atlantis\routes\Blog.php.git
[AF] currently open: c:\Users\bob\Desktop\atlantis\routes\Blog.php <<-- this one...

[AF] file to check: c:\Users\bob\Desktop\atlantis\routes\Blog.php.git
[AF] currently open: c:\Users\bob\Desktop\atlantis\core\Atlantis\Element\PagePromo.php

[AF] file to check: c:\Users\bob\Desktop\atlantis\routes\Blog.php.git
[AF] currently open: c:\Users\bob\Desktop\atlantis\core\Atlantis\Element\PagePromo.php.git

[AF] file closed: c:\Users\bob\Desktop\atlantis\routes\Blog.php.git
```
how `File` became to be:
```javascript
	vscode.workspace.onDidCloseTextDocument(
		AutoFoldTracker.OnFileClose,
		null,
		context
	);
```
```javascript
	OnFileClose:
	function(File) {
	/*//
	@argv TextDocument
	@return Void
	when a file is closed, forget about it.
	//*/

		// ...
		
	}
```",question,bug
microsoft_vscode,123666,Grtting Permission Denied Issue,"D:/C compiler/mingw32/bin/../lib/gcc/i686-w64-mingw32/8.1.0/../../../../i686-w64-mingw32/bin/ld.exe: cannot open output file a.exe: Permission denied
collect2.exe: error: ld returned 1 exit status
VS Code version: Code 1.56.1 (e713fe9b05fc24facbec8f34fb1017133858842b, 2021-05-06T10:08:05.141Z)
OS version: Windows_NT x64 10.0.19042
<details>
<summary>System Info</summary>
|Item|Value|
|CPUs|Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz (12 x 2592)|
|GPU Status|2d_canvas: enabled<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>oop_rasterization: enabled<br>opengl: enabled_on<br>rasterization: enabled<br>skia_renderer: enabled_on<br>video_decode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled|
|Load (avg)|undefined|
|Memory (System)|15.79GB (7.91GB free)|
|Process Argv|--crash-reporter-id f58d33ee-608c-415a-9610-f2cc7519b41c|
|Screen Reader|no|
|VM|0%|
</details>Extensions: none<details>
<summary>A/B Experiments</summary>
```
vsliv368cf:30146710
vsreu685:30147344
python383:30185418
pythonvspyt700cf:30270857
pythonvspyt602:30300191
vspor879:30202332
vspor708:30202333
vspor363:30204092
vswsl492cf:30256860
pythonvspyt639:30300192
pythontb:30283811
vspre833:30267464
pythonptprofiler:30281270
vshan820:30294714
vscorecescf:30290706
pythondataviewer:30285071
vscus158:30286553
bridgeflight:30299254

```
</details>",question,bug
microsoft_vscode,20226,"New window size doesn't match size of existing, open windows","- VSCode Version: 1.9.0 (1.9.0)
- OS Version: Mac OS 10.12.3
1. Create a new window, size it as desired - mine are large, btw.
2. File > New Window",question,bug
microsoft_vscode,185890,Environment variables in %PATH% are not expanded,"> This issue seems to be a duplicate of #26048, but since that was closed and I had some more info I couldn't add, I created this one.
### Summary
I have some environment variables set to some directories, and they're used in my %PATH% variable (System space, not user) and they're not getting expanded in the integrated terminal. If I type `echo %PATH%` I see the variables unexpanded, instead of the directories they point to (Here's the output) :
```
C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;%SystemRoot%\system32;%SystemRoot%;%SystemRoot%\System32\Wbem;%SYSTEMROOT%\System32\WindowsPowerShell\v1.0\;%SYSTEMROOT%\System32\OpenSSH\;C:\Program Files\dotnet\;C:\Program Files (x86)\Bitvise SSH Client;C:\Program Files\Git\cmd;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;%PATH_PROGS%;C:\Program Files\PuTTY\;%ARINA_CLI_DIR%;A:/Prog/Dev/Rust/Win/CargoHome\bin;C:\Users\Dante\AppData\Local\Microsoft\WindowsApps;C:\Users\Dante\.dotnet\tools;
```
But variables in User space (Everything after `A:/Prog/Dev/Rust/Win/CargoHome\bin` above) are expanded, Here is their unexpanded version from system settings :
```
%USERPROFILE%\AppData\Local\Microsoft\WindowsApps;%USERPROFILE%\.dotnet\tools;
```
### Workaround
Seeing this behavior I tried running VSCode as Administrator, and this time the variables are correctly expanded.
### Info
VS Code version: Code 1.79.0 (b380da4ef1ee00e224a15c1d4d9793e27c2b6302, 2023-06-07T14:26:35.552Z) (Portable)
OS version: Windows_NT x64 10.0.22621
Modes:
<details>
<summary>System Info</summary>
|Item|Value|
|CPUs|Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz (8 x 1992)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled|
|Load (avg)|undefined|
|Memory (System)|31.88GB (25.11GB free)|
|Process Argv|--crash-reporter-id ea812d11-4c3b-413a-b4b7-c326d9aa68d1|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (7)</summary>
Extension|Author (truncated)|Version
git-graph|mhu|1.30.0
csharp|ms-|1.25.9
remote-ssh|ms-|0.102.0
remote-ssh-edit|ms-|0.86.0
hexeditor|ms-|1.9.11
remote-explorer|ms-|0.4.0
vscode-open|san|0.1.0
(1 theme extensions excluded)
</details><details>
<summary>A/B Experiments</summary>
```
vsliv368:30146709
vsreu685:30147344
python383cf:30185419
vspor879:30202332
vspor708:30202333
vspor363:30204092
vslsvsres303:30308271
vserr242:30382549
pythontb:30283811
vsjup518:30340749
pythonptprofiler:30281270
vshan820:30294714
vstes263:30335439
vscorecescf:30445987
vscod805cf:30301675
binariesv615:30325510
bridge0708:30335490
bridge0723:30353136
vsaa593cf:30376535
pythonvs932:30410667
py29gd2263cf:30773604
vsclangdc:30486549
c4g48928:30535728
dsvsc012cf:30540253
pynewext54:30695312
azure-dev_surveyone:30548225
vscccc:30610679
3biah626:30602489
pyind779:30671433
f6dab269:30613381
pythonsymbol12:30671437
showlangstatbar:30737416
vsctsb:30748421
pythonms35:30701012
03d35959:30757346
pythonfmttext:30731395
pythoncmv:30756943
fixshowwlkth:30771522
hideindicator:30766889
pythongtdpath:30769146
e440d664:30770001
pythonidxptcf:30772540
pythondjangotscf:30772537
pythonnoceb:30773526
e537b577:30772215

```
</details>",question,bug
microsoft_vscode,93507,New tab overwrites previous,"I can't open few tabs, because every new tab overwrites current one tab. I have few files in current opened folder. I click on them to open files for editing, but new click opens editor in the place of the previously opened tab. But I can open file in a new tab if I drag it by mouse from left panel to tabs panel. I got this after last update.
VS Code version: Code 1.43.2 (0ba0ca52957102ca3527cf479571617f0de6ed50, 2020-03-24T07:34:57.037Z)
OS version: Darwin x64 19.3.0
<details>
<summary>System Info</summary>
|Item|Value|
|CPUs|Intel(R) Core(TM) i5-5350U CPU @ 1.80GHz (4 x 1800)|
|GPU Status|2d_canvas: enabled<br>flash_3d: enabled<br>flash_stage3d: enabled<br>flash_stage3d_baseline: enabled<br>gpu_compositing: enabled<br>metal: disabled_off<br>multiple_raster_threads: enabled_on<br>oop_rasterization: disabled_off<br>protected_video_decode: unavailable_off<br>rasterization: enabled<br>skia_renderer: disabled_off_ok<br>video_decode: enabled<br>viz_display_compositor: enabled_on<br>viz_hit_test_surface_layer: disabled_off_ok<br>webgl: enabled<br>webgl2: enabled|
|Load (avg)|1, 1, 2|
|Memory (System)|8.00GB (1.45GB free)|
|Process Argv||
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (1)</summary>
Extension|Author (truncated)|Version
python|ms-|2020.3.69010
</details>",question,bug
microsoft_vscode,203537,Unable to open dashboard from port forwarding of VS code,"![Screenshot 2024-01-26 210509](https://github.com/microsoft/vscode/assets/147988252/d499ac8a-be65-4722-a775-1773cd5130de)
![Screenshot 2024-01-26 210528](https://github.com/microsoft/vscode/assets/147988252/db21742f-7f9f-4d30-a902-a083f98db8bd)
Hi team,
Actual Result
I am unable to open up dashboard of current python file in vs code. The port forwarding is opening dashboard of another python file, which I was working on before.
Expected result
Ideally port forwarding should open up the dashboard from the python file that is currently being run.
Regards,
Praveen V
VS Code version: Code 1.85.2 (8b3775030ed1a69b13e4f4c628c612102e30a681, 2024-01-18T06:40:10.514Z)
OS version: Windows_NT x64 10.0.22631
Modes:
<details>
<summary>System Info</summary>
|Item|Value|
|CPUs|AMD Ryzen 5 5500U with Radeon Graphics          (12 x 2096)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled|
|Load (avg)|undefined|
|Memory (System)|15.33GB (7.31GB free)|
|Process Argv|--user-data-dir C:\\Users\\prave\\AppData\\Roaming\\.anaconda\\navigator\\Code --crash-reporter-id d1c79d0e-2bc3-4e84-9c2a-713556d3cce6|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (2)</summary>
Extension|Author (truncated)|Version
python|ms-|2023.22.1
vscode-pylance|ms-|2023.12.1
</details><details>
<summary>A/B Experiments</summary>
```
vsliv368cf:30146710
vspor879:30202332
vspor708:30202333
vspor363:30204092
vstes627:30244334
vscoreces:30445986
vscod805cf:30301675
binariesv615:30325510
vsaa593cf:30376535
py29gd2263:30899288
c4g48928:30535728
azure-dev_surveyone:30548225
962ge761:30933248
pythongtdpath:30769146
welcomedialogc:30910334
pythonidxpt:30866567
pythonnoceb:30805159
asynctok:30898717
pythontestfixt:30902429
pythonregdiag2:30936856
pyreplss1:30897532
pythonmypyd1:30879173
pythoncet0:30885854
pythontbext0:30879054
dsvsc016:30899300
dsvsc017:30899301
dsvsc018:30899302
dsvsc019acf:30933242

```
</details>",question,bug
microsoft_vscode,121977,Copying text from editor should not include formatting,"- VS Code Version: all
- OS Version: windows all
1. copy some text from vscode
2. paste in outlook email editor
![image](https://user-images.githubusercontent.com/502496/115799703-e5707200-a38d-11eb-87c7-a61c83c22cce.png)",question,bug
microsoft_vscode,106181,Integrated terminal not working.,"Like:
git bash, git cmd, msys64 integrated terminal even no third party terminal working in my machine with vs code.
just give me this message👇🏻
![Screenshot 2020-09-06 112812](https://user-images.githubusercontent.com/50325055/92318938-ec33ba00-f034-11ea-915c-f5176cf0b11d.jpg)
My vs code user setting is:👇🏻
""code-runner.runInTerminal"": true,
""code-runner.saveFileBeforeRun"": true,
""C_Cpp.updateChannel"": ""Insiders"",
""githubPullRequests.queries"": [
""label"": ""Waiting For My Review"",
""query"": ""is:open review-requested:${user}""
""label"": ""Assigned To Me"",
""query"": ""is:open assignee:${user}""
""label"": ""Created By Me"",
""query"": ""is:open author:${user}""
""label"": ""Mentioned Me"",
""query"": ""is:open mentions:${user}""
""liveshare.guestApprovalRequired"": true,
""liveshare.joinDebugSessionOption"":""Automatic"",
""json.schemas"": [
""fileMatch"": [
""/receipts/*.json"",
""!/receipts/*.excluded.json""
""url"": ""./receipts.schema.json""
//PowerShell-7
//""terminal.integrated.shell.windows"": ""E:\\Program Files\\PowerShell\\7\\pwsh.exe"",
//GitBash
//""terminal.integrated.shell.windows"": ""E:\\Program Files\\Git\\bin\\bash.exe"",
// Command Prompt
//""terminal.integrated.shell.windows"": ""C:\\Windows\\System32\\cmd.exe"",
// PowerShell
//""terminal.integrated.shell.windows"": ""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"",
""workbench.editor.highlightModifiedTabs"": true,
// Windows/Linux
""key"": ""ctrl+f"", ""command"": ""-workbench.action.terminal.focusFindWidget"",
""when"": ""terminalFocus"",
""explorer.confirmDelete"": false,
""editor.renderControlCharacters"": true,
// Controls if the pressing tab inserts the best suggestion and if the tab cycles through other suggestions
""editor.tabCompletion"": ""on"",
// Controls whether sorting favors words that appear close to the cursor
""editor.suggest.localityBonus"": true,
// Controls how suggestions are pre-selected when showing the suggested list
""editor.suggestSelection"": ""first"",
// Enable word-based suggestions
""editor.wordBasedSuggestions"": true,
// Enable parameter hints
""editor.parameterHints.enabled"": true,
// Controls whether suggestions should be accepted on commit characters. For example, in JavaScript, the semi-colon (`;`) can be a committed character that accepts a suggestion and types that character.
""editor.acceptSuggestionOnCommitCharacter"": true,
// Controls if suggestions should be accepted on 'Enter' - in addition to 'Tab'. Helps to avoid ambiguity between inserting new lines or accepting suggestions. The value 'smart' means only accept a suggestion with entering when it makes a textual change
""editor.acceptSuggestionOnEnter"": ""on"",
// Controls the delay in ms after which quick suggestions will show up.
""editor.quickSuggestionsDelay"": 10,
// Controls if suggestions should automatically show up when typing trigger characters
""editor.suggestOnTriggerCharacters"": true,
// Controls if quick suggestions should show up while typing
""editor.quickSuggestions"": {
""other"": true,
""comments"": true,
""strings"": true
""window.zoomLevel"": 0,
""workbench.colorTheme"": ""Visual Studio Dark"",
""java.configuration.runtimes"": [
""name"": ""JavaSE-1.8"",
""path"": ""/path/to/jdk-8""
""name"": ""JavaSE-11"",
""path"": ""/path/to/jdk-11""
""name"": ""JavaSE-14"",
""path"": ""/path/to/jdk-14"",
""default"": true
""files.exclude"": {
""**/.classpath"": true,
""**/.project"": true,
""**/.settings"": true,
""**/.factorypath"": true
""git.autofetch"": true,
""vsintellicode.modify.editor.suggestSelection"": ""choseToUpdateConfiguration"",
""python.languageServer"": ""Microsoft"",
""python.pythonPath"": ""E:\\Program Files\\Python38\\python.exe"",
//New load Here:
""terminal.integrated.shell.windows"": ""E:\\Program Files\\Git\\git-cmd.exe"",
""terminal.integrated.shellArgs.windows"": [
""--command=usr/bin/bash.exe"",
And my system environment path is:👇🏻
![Screenshot 2020-09-06 113617](https://user-images.githubusercontent.com/50325055/92318966-3cab1780-f035-11ea-83a8-60166b1f1970.jpg)
I don't know why this happens but I tried heart and soul for the fix but still, I'm failing with this.
my system info is:
![Screenshot 2020-09-06 114138](https://user-images.githubusercontent.com/50325055/92319035-0a4dea00-f036-11ea-9714-49539b800e5c.jpg)
my vs code extensions are:
![Screenshot 2020-09-06 114304](https://user-images.githubusercontent.com/50325055/92319048-2782b880-f036-11ea-9e8f-2cb7ae19e116.jpg)",question,bug
microsoft_vscode,85782,VSCODE doesn't respect font settings for editor or terminal,"- VSCode Version: 1.40.2
- OS Version: Windows 10
1. Install Fira Code font from https://github.com/tonsky/FiraCode
2. Install VSCode, edit settings for editor's and terminal's fontFamily to reflect ""Fira Code"". Edit settings to enable `ligatures`.
The settings will haphazardly work sometimes. After every computer restart though, the following screenshot is what the editor looks like.
https://imgur.com/a/0ztcWgF",question,bug
microsoft_vscode,130740,ALT  to open included head file does not work properly.,"When editing a ""xxx.h"" head file，mouse hover onto included “dir/yyy.h” , it supposed to open the yyy.h file in a new tab when ""alt-pressed + mouse-left-button-clicked"" ，but instead,  the yyy.h file was opened in the xxx.h file's tab when alt is pressed, and overwrite  xxx.h file's content with it.",question,bug
